2024-05-16 17:25:09,667.dgraves_emit_data.INFO ==================================================
2024-05-16 17:25:09,667.dgraves_emit_data.INFO Today is 2024-05-16 at 05:25 PM
2024-05-16 17:25:09,667.dgraves_emit_data.INFO Running on: nt Windows 11
2024-05-16 17:25:09,667.dgraves_emit_data.INFO Python version:  3.12.2
2024-05-16 17:25:09,667.dgraves_emit_data.INFO Python path: C:\Users\derek\AppData\Local\Programs\Python\Python312
2024-05-16 17:25:09,668.dgraves_emit_data.INFO Working dir: C:\Users\derek\OneDrive\Documents\Streaming Data\Week 3\streaming-03-bonus-dgraves
2024-05-16 17:25:09,668.dgraves_emit_data.INFO ==================================================
2024-05-16 17:25:09,678.dgraves_emit_data.INFO  [x] Sent ﻿_id,Scientific_Name,Common_Name,Date,Year,Month,Day,Time,Country,Country_State_County,State,County,Locality,Latitude,Longitude,Parent_Species,target_H5_HPAI
2024-05-16 17:32:29,475.dgraves_emit_data.INFO  [x] Sent 211,Turdus merula,Eurasian Blackbird,2016-06-14T00:00:00,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Turdus merula,0
2024-05-16 17:32:31,998.dgraves_emit_data.INFO  [x] Sent 212,Fulica atra,Eurasian Coot,2016-06-14T00:00:00,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Fulica atra,0
2024-05-16 17:32:33,301.dgraves_emit_data.INFO  [x] Sent 213,Aythya fuligula,Tufted Duck,2016-06-14T00:00:00,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Aythya fuligula,1
2024-05-16 17:32:35,826.dgraves_emit_data.INFO  [x] Sent 214,Gallinula chloropus,Eurasian Moorhen,2016-06-14T00:00:00,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Gallinula chloropus,0
2024-05-16 17:32:37,917.dgraves_emit_data.INFO  [x] Sent 215,Columba palumbus [palumbus Group],Common Wood-Pigeon (White-necked),2016-06-14T00:00:00,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Columba palumbus,0
2024-05-16 17:32:39,622.dgraves_emit_data.INFO  [x] Sent 216,Turdus philomelos,Song Thrush,2016-06-14T00:00:00,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Turdus philomelos,0
2024-05-16 17:32:40,874.dgraves_emit_data.INFO  [x] Sent 217,Erithacus rubecula,European Robin,2016-06-14T00:00:00,2016,6,14,700,Ireland,IE-L-DN,Leinster,Dublin,St. Stephen's Green,53.3378,-6.2589,Erithacus rubecula,0
2024-05-16 17:32:42,696.dgraves_emit_data.INFO  [x] Sent 218,Turdus merula,Eurasian Blackbird,2016-06-15T00:00:00,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Turdus merula,0
2024-05-16 17:32:44,080.dgraves_emit_data.INFO  [x] Sent 219,Muscicapa striata,Spotted Flycatcher,2016-06-15T00:00:00,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Muscicapa striata,0
2024-05-16 17:32:45,737.dgraves_emit_data.INFO  [x] Sent 220,Streptopelia decaocto,Eurasian Collared-Dove,2016-06-15T00:00:00,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Streptopelia decaocto,0
2024-05-16 17:32:48,430.dgraves_emit_data.INFO  [x] Sent 221,Turdus viscivorus,Mistle Thrush,2016-06-15T00:00:00,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Turdus viscivorus,0
2024-05-16 17:32:50,187.dgraves_emit_data.INFO  [x] Sent 222,Turdus philomelos,Song Thrush,2016-06-15T00:00:00,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Turdus philomelos,0
2024-05-16 17:32:51,867.dgraves_emit_data.INFO  [x] Sent 223,Motacilla alba,White Wagtail,2016-06-15T00:00:00,2016,6,15,543,Ireland,IE-L-KK,Leinster,Kilkenny,Lyrath Estate,52.6486,-7.1966,Motacilla alba,0
2024-05-16 17:32:53,876.dgraves_emit_data.INFO  [x] Sent 224,Corvus cornix,Hooded Crow,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Corvus cornix,0
2024-05-16 17:32:55,651.dgraves_emit_data.INFO  [x] Sent 225,Numenius arquata,Eurasian Curlew,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Numenius arquata,0
2024-05-16 17:32:56,921.dgraves_emit_data.INFO  [x] Sent 226,Numenius arquata,Eurasian Curlew,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Numenius arquata,0
2024-05-16 17:32:59,596.dgraves_emit_data.INFO  [x] Sent 227,Carduelis carduelis,European Goldfinch,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Carduelis carduelis,0
2024-05-16 17:33:01,557.dgraves_emit_data.INFO  [x] Sent 228,Larus marinus,Great Black-backed Gull,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Larus marinus,1
2024-05-16 17:33:03,016.dgraves_emit_data.INFO  [x] Sent 229,Larus marinus,Great Black-backed Gull,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Larus marinus,1
2024-05-16 17:33:05,821.dgraves_emit_data.INFO  [x] Sent 230,Haematopus ostralegus,Eurasian Oystercatcher,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Haematopus ostralegus,0
2024-05-16 17:33:08,322.dgraves_emit_data.INFO  [x] Sent 231,Haematopus ostralegus,Eurasian Oystercatcher,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Haematopus ostralegus,0
2024-05-16 17:33:09,434.dgraves_emit_data.INFO  [x] Sent 232,Phasianus colchicus,Ring-necked Pheasant,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Phasianus colchicus,0
2024-05-16 17:33:11,951.dgraves_emit_data.INFO  [x] Sent 233,Corvus frugilegus,Rook,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Corvus frugilegus,0
2024-05-16 17:33:13,389.dgraves_emit_data.INFO  [x] Sent 234,Tadorna tadorna,Common Shelduck,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Tadorna tadorna,1
2024-05-16 17:33:15,531.dgraves_emit_data.INFO  [x] Sent 235,Saxicola rubicola,European Stonechat,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Saxicola rubicola,0
2024-05-16 17:33:16,897.dgraves_emit_data.INFO  [x] Sent 236,Saxicola rubicola,European Stonechat,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Saxicola rubicola,0
2024-05-16 17:33:19,612.dgraves_emit_data.INFO  [x] Sent 237,Motacilla alba,White Wagtail,2016-06-16T00:00:00,2016,6,16,525,Ireland,IE-M-CK,Munster,Cork,Kinsale--Cammogue Marsh Bird Sanctuary,51.6996,-8.5363,Motacilla alba,0
2024-05-16 17:33:21,492.dgraves_emit_data.INFO  [x] Sent 238,Larus canus canus,Mew Gull (European),2016-06-17T00:00:00,2016,6,17,1030,Ireland,IE-M-KY,Munster,Kerry,Ring of Kerry,51.8244,-10.172,Larus canus,0
2024-05-16 17:33:24,100.dgraves_emit_data.INFO  [x] Sent 239,Pyrrhula pyrrhula,Eurasian Bullfinch,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Pyrrhula pyrrhula,0
2024-05-16 17:33:26,542.dgraves_emit_data.INFO  [x] Sent 240,Egretta garzetta,Little Egret,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Egretta garzetta,1
2024-05-16 17:33:28,799.dgraves_emit_data.INFO  [x] Sent 241,Tachybaptus ruficollis,Little Grebe,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Tachybaptus ruficollis,1
2024-05-16 17:33:30,664.dgraves_emit_data.INFO  [x] Sent 242,Tachybaptus ruficollis,Little Grebe,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Tachybaptus ruficollis,1
2024-05-16 17:33:32,380.dgraves_emit_data.INFO  [x] Sent 243,Tachybaptus ruficollis,Little Grebe,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Tachybaptus ruficollis,1
2024-05-16 17:33:34,446.dgraves_emit_data.INFO  [x] Sent 244,Phasianus colchicus,Ring-necked Pheasant,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Phasianus colchicus,0
2024-05-16 17:33:35,864.dgraves_emit_data.INFO  [x] Sent 245,Ardea cinerea,Gray Heron,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Ardea cinerea,1
2024-05-16 17:33:38,140.dgraves_emit_data.INFO  [x] Sent 246,Acrocephalus schoenobaenus,Sedge Warbler,2016-06-17T00:00:00,2016,6,17,543,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Acrocephalus schoenobaenus,0
2024-05-16 17:33:39,323.dgraves_emit_data.INFO  [x] Sent 247,Aythya fuligula,Tufted Duck,2016-06-16T00:00:00,2016,6,16,1736,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Aythya fuligula,1
2024-05-16 17:33:40,851.dgraves_emit_data.INFO  [x] Sent 248,Aythya fuligula,Tufted Duck,2016-06-16T00:00:00,2016,6,16,1736,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Aythya fuligula,1
2024-05-16 17:33:42,252.dgraves_emit_data.INFO  [x] Sent 249,Turdus philomelos,Song Thrush,2016-06-18T00:00:00,2016,6,18,545,Ireland,IE-M-KY,Munster,Kerry,Killarney-Muckross Road Park at River,52.0485,-9.5068,Turdus philomelos,0
2024-05-16 17:33:44,097.dgraves_emit_data.INFO  [x] Sent 250,Parus major,Great Tit,2016-06-18T00:00:00,2016,6,18,930,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Parus major,0
2024-05-16 17:33:46,839.dgraves_emit_data.INFO  [x] Sent 251,Parus major,Great Tit,2016-06-18T00:00:00,2016,6,18,930,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Parus major,0
2024-05-16 17:33:49,508.dgraves_emit_data.INFO  [x] Sent 252,Ardea cinerea,Gray Heron,2016-06-16T00:00:00,2016,6,16,1736,Ireland,IE-M-KY,Munster,Kerry,Killarney-The Lake Hotel,52.0374,-9.5001,Ardea cinerea,1
2024-05-16 17:33:51,034.dgraves_emit_data.INFO  [x] Sent 253,Phalacrocorax carbo,Great Cormorant,2016-06-18T00:00:00,2016,6,18,1300,Ireland,IE-M-CE,Munster,Clare,Kilrush,52.6282,-9.4986,Phalacrocorax carbo,0
2024-05-16 17:33:54,034.dgraves_emit_data.INFO  [x] Sent 254,Anthus pratensis,Meadow Pipit,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus pratensis,0
2024-05-16 17:33:56,372.dgraves_emit_data.INFO  [x] Sent 255,Anthus pratensis,Meadow Pipit,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus pratensis,0
2024-05-16 17:33:57,452.dgraves_emit_data.INFO  [x] Sent 256,Uria aalge,Common Murre,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Uria aalge,0
2024-05-16 17:33:59,631.dgraves_emit_data.INFO  [x] Sent 257,Rissa tridactyla,Black-legged Kittiwake,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Rissa tridactyla,0
2024-05-16 17:34:02,627.dgraves_emit_data.INFO  [x] Sent 258,Fulmarus glacialis,Northern Fulmar,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fulmarus glacialis,0
2024-05-16 17:34:04,182.dgraves_emit_data.INFO  [x] Sent 259,Larus marinus,Great Black-backed Gull,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Larus marinus,1
2024-05-16 17:34:06,050.dgraves_emit_data.INFO  [x] Sent 260,Fratercula arctica,Atlantic Puffin,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fratercula arctica,0
2024-05-16 17:34:08,880.dgraves_emit_data.INFO  [x] Sent 261,Alca torda,Razorbill,2016-06-18T00:00:00,2016,6,18,1430,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Alca torda,0
2024-05-16 17:34:10,677.dgraves_emit_data.INFO  [x] Sent 262,Sylvia atricapilla,Eurasian Blackcap,2016-06-19T00:00:00,2016,6,19,603,Ireland,IE-M-CE,Munster,Clare,Gregans Castle Hotel,53.0771,-9.1842,Sylvia atricapilla,0
2024-05-16 17:34:13,350.dgraves_emit_data.INFO  [x] Sent 263,Turdus philomelos,Song Thrush,2016-06-19T00:00:00,2016,6,19,603,Ireland,IE-M-CE,Munster,Clare,Gregans Castle Hotel,53.0771,-9.1842,Turdus philomelos,0
2024-05-16 17:34:15,184.dgraves_emit_data.INFO  [x] Sent 264,Fulmarus glacialis,Northern Fulmar,2016-06-27T00:00:00,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Fulmarus glacialis,0
2024-05-16 17:34:17,395.dgraves_emit_data.INFO  [x] Sent 265,Anthus pratensis,Meadow Pipit,2016-06-27T00:00:00,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Anthus pratensis,0
2024-05-16 17:34:19,175.dgraves_emit_data.INFO  [x] Sent 266,Oenanthe oenanthe,Northern Wheatear,2016-06-27T00:00:00,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Oenanthe oenanthe,0
2024-05-16 17:34:20,411.dgraves_emit_data.INFO  [x] Sent 267,Anthus pratensis,Meadow Pipit,2016-06-27T00:00:00,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Anthus pratensis,0
2024-05-16 17:34:22,137.dgraves_emit_data.INFO  [x] Sent 268,Pyrrhocorax pyrrhocorax,Red-billed Chough,2016-06-27T00:00:00,2016,6,27,1150,Ireland,IE-M-KY,Munster,Kerry,Kerry Cliffs,51.8686,-10.3853,Pyrrhocorax pyrrhocorax,0
2024-05-16 17:34:25,024.dgraves_emit_data.INFO  [x] Sent 269,Chroicocephalus ridibundus,Black-headed Gull,2016-07-17T00:00:00,2016,7,17,0,Ireland,IE-C-GY,Connaught,Galway,Galway,53.2789,-9.0561,Chroicocephalus ridibundus,1
2024-05-16 17:34:26,319.dgraves_emit_data.INFO  [x] Sent 270,Chroicocephalus ridibundus,Black-headed Gull,2016-07-17T00:00:00,2016,7,17,0,Ireland,IE-C-GY,Connaught,Galway,Galway,53.2789,-9.0561,Chroicocephalus ridibundus,1
2024-05-16 17:34:28,878.dgraves_emit_data.INFO  [x] Sent 271,Sterna forsteri,Forster's Tern,2013-03-28T00:00:00,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Kinvarra,53.1398,-8.936,Sterna forsteri,0
2024-05-16 17:34:31,616.dgraves_emit_data.INFO  [x] Sent 272,Sterna forsteri,Forster's Tern,2013-03-28T00:00:00,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Kinvarra,53.1398,-8.936,Sterna forsteri,0
2024-05-16 17:34:32,847.dgraves_emit_data.INFO  [x] Sent 273,Sterna forsteri,Forster's Tern,2013-03-28T00:00:00,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Kinvarra,53.1398,-8.936,Sterna forsteri,0
2024-05-16 17:34:34,034.dgraves_emit_data.INFO  [x] Sent 274,Fulica americana (Red-shielded),American Coot (Red-shielded),2013-03-29T00:00:00,2013,3,29,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Fulica americana,0
2024-05-16 17:34:36,605.dgraves_emit_data.INFO  [x] Sent 275,Fulica americana (Red-shielded),American Coot (Red-shielded),2013-03-29T00:00:00,2013,3,29,0,Ireland,IE-C-GY,Connaught,Galway,Murlach,53.4248,-10.0765,Fulica americana,0
2024-05-16 17:34:39,278.dgraves_emit_data.INFO  [x] Sent 276,Tringa nebularia,Common Greenshank,2013-03-30T00:00:00,2013,3,30,0,Ireland,IE-C-GY,Connaught,Galway,Inishmore--Loch Phort Chorr�ch,53.1376,-9.7093,Tringa nebularia,0
2024-05-16 17:34:41,315.dgraves_emit_data.INFO  [x] Sent 277,Larus glaucoides glaucoides,Iceland Gull (glaucoides),2013-03-30T00:00:00,2013,3,30,0,Ireland,IE-C-GY,Connaught,Galway,Rossaveel (Ros an Mh�l) Harbour,53.2667,-9.559,Larus glaucoides,0
2024-05-16 17:34:42,501.dgraves_emit_data.INFO  [x] Sent 278,Larus glaucoides glaucoides,Iceland Gull (glaucoides),2013-03-30T00:00:00,2013,3,30,0,Ireland,IE-C-GY,Connaught,Galway,Rossaveel (Ros an Mh�l) Harbour,53.2667,-9.559,Larus glaucoides,0
2024-05-16 17:34:43,762.dgraves_emit_data.INFO  [x] Sent 279,Larus delawarensis,Ring-billed Gull,2013-03-28T00:00:00,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Larus delawarensis,0
2024-05-16 17:34:46,603.dgraves_emit_data.INFO  [x] Sent 280,Chroicocephalus ridibundus,Black-headed Gull,2013-03-28T00:00:00,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Chroicocephalus ridibundus,1
2024-05-16 17:34:47,822.dgraves_emit_data.INFO  [x] Sent 281,Larus canus canus,Mew Gull (European),2013-03-28T00:00:00,2013,3,28,0,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Larus canus,0
2024-05-16 17:34:49,332.dgraves_emit_data.INFO  [x] Sent 282,Anthus pratensis,Meadow Pipit,2014-04-01T00:00:00,2014,4,1,1800,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus pratensis,0
2024-05-16 17:34:51,941.dgraves_emit_data.INFO  [x] Sent 283,Anthus pratensis,Meadow Pipit,2014-04-01T00:00:00,2014,4,1,1800,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Anthus pratensis,0
2024-05-16 17:34:52,949.dgraves_emit_data.INFO  [x] Sent 284,Motacilla alba,White Wagtail,2014-04-01T00:00:00,2014,4,1,1800,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Motacilla alba,0
2024-05-16 17:34:55,583.dgraves_emit_data.INFO  [x] Sent 285,Motacilla alba,White Wagtail,2014-04-01T00:00:00,2014,4,1,1800,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Motacilla alba,0
2024-05-16 17:34:56,946.dgraves_emit_data.INFO  [x] Sent 286,Uria aalge,Common Murre,2014-03-31T00:00:00,2014,3,31,720,Ireland,IE-C-GY,Connaught,Galway,Inishmore (Inis M�r),53.1291,-9.7507,Uria aalge,0
2024-05-16 17:34:59,058.dgraves_emit_data.INFO  [x] Sent 287,Aegithalos caudatus,Long-tailed Tit,2013-10-01T00:00:00,2013,10,1,1400,Ireland,IE-M-KY,Munster,Kerry,Killarney,52.0589,-9.5186,Aegithalos caudatus,0
2024-05-16 17:35:00,659.dgraves_emit_data.INFO  [x] Sent 288,Arenaria interpres,Ruddy Turnstone,2016-08-11T00:00:00,2016,8,11,900,Ireland,IE-M-KY,Munster,Kerry,Cromane Point,52.1364,-9.8944,Arenaria interpres,0
2024-05-16 17:35:02,978.dgraves_emit_data.INFO  [x] Sent 289,Charadrius hiaticula,Common Ringed Plover,2016-08-11T00:00:00,2016,8,11,900,Ireland,IE-M-KY,Munster,Kerry,Cromane Point,52.1364,-9.8944,Charadrius hiaticula,0
2024-05-16 17:35:05,600.dgraves_emit_data.INFO  [x] Sent 290,Calidris alpina,Dunlin,2016-08-11T00:00:00,2016,8,11,900,Ireland,IE-M-KY,Munster,Kerry,Cromane Point,52.1364,-9.8944,Calidris alpina,0
2024-05-16 17:35:08,282.dgraves_emit_data.INFO  [x] Sent 291,Uria aalge,Common Murre,2016-08-13T00:00:00,2016,8,13,1515,Ireland,IE-M-CE,Munster,Clare,Bridges of Ross,52.5914,-9.8731,Uria aalge,0
2024-05-16 17:35:11,165.dgraves_emit_data.INFO  [x] Sent 292,Vanellus vanellus,Northern Lapwing,2016-08-13T00:00:00,2016,8,13,930,Ireland,IE-M-KY,Munster,Kerry,Tralee Bay,52.2575,-9.7356,Vanellus vanellus,0
2024-05-16 17:35:13,845.dgraves_emit_data.INFO  [x] Sent 293,Corvus frugilegus,Rook,2016-08-14T00:00:00,2016,8,14,1225,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Corvus frugilegus,0
2024-05-16 17:35:15,959.dgraves_emit_data.INFO  [x] Sent 294,Corvus frugilegus,Rook,2016-08-14T00:00:00,2016,8,14,915,Ireland,IE-M-CE,Munster,Clare,Doolin,53.0165,-9.405,Corvus frugilegus,0
2024-05-16 17:35:17,261.dgraves_emit_data.INFO  [x] Sent 295,Phalacrocorax carbo,Great Cormorant,2016-08-14T00:00:00,2016,8,14,1225,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Phalacrocorax carbo,0
2024-05-16 17:35:18,882.dgraves_emit_data.INFO  [x] Sent 296,Pyrrhocorax pyrrhocorax,Red-billed Chough,2016-08-14T00:00:00,2016,8,14,1225,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Pyrrhocorax pyrrhocorax,0
2024-05-16 17:35:20,362.dgraves_emit_data.INFO  [x] Sent 297,Motacilla alba,White Wagtail,2016-08-14T00:00:00,2016,8,14,915,Ireland,IE-M-CE,Munster,Clare,Doolin,53.0165,-9.405,Motacilla alba,0
2024-05-16 17:35:21,807.dgraves_emit_data.INFO  [x] Sent 298,Motacilla alba,White Wagtail,2016-08-14T00:00:00,2016,8,14,915,Ireland,IE-M-CE,Munster,Clare,Doolin,53.0165,-9.405,Motacilla alba,0
2024-05-16 17:35:22,841.dgraves_emit_data.INFO  [x] Sent 299,Corvus monedula,Eurasian Jackdaw,2016-08-14T00:00:00,2016,8,14,915,Ireland,IE-M-CE,Munster,Clare,Doolin,53.0165,-9.405,Corvus monedula,0
2024-05-16 17:35:24,988.dgraves_emit_data.INFO  [x] Sent 300,Chroicocephalus ridibundus,Black-headed Gull,2016-08-15T00:00:00,2016,8,15,1400,Ireland,IE-C-GY,Connaught,Galway,Nimmos Pier,53.2673,-9.0528,Chroicocephalus ridibundus,1
2024-05-16 17:35:26,838.dgraves_emit_data.INFO  [x] Sent 301,Streptopelia decaocto,Eurasian Collared-Dove,2016-08-16T00:00:00,2016,8,16,1045,Ireland,IE-C-GY,Connaught,Galway,Lettermullen,53.2413,-9.7332,Streptopelia decaocto,0
2024-05-16 17:35:28,974.dgraves_emit_data.INFO  [x] Sent 302,Pica pica,Eurasian Magpie,2016-08-18T00:00:00,2016,8,18,1630,Ireland,IE-M-CE,Munster,Clare,Shannon Airport Lagoon,52.6858,-8.9251,Pica pica,1
2024-05-16 17:35:30,139.dgraves_emit_data.INFO  [x] Sent 303,Puffinus puffinus,Manx Shearwater,2016-04-16T00:00:00,2016,4,16,1024,Ireland,IE-M-KY,Munster,Kerry,Skellig Islands,51.7713,-10.5404,Puffinus puffinus,0
2024-05-16 17:35:32,337.dgraves_emit_data.INFO  [x] Sent 304,Uria aalge,Common Murre,2016-04-16T00:00:00,2016,4,16,1024,Ireland,IE-M-KY,Munster,Kerry,Skellig Islands,51.7713,-10.5404,Uria aalge,0
2024-05-16 17:35:34,888.dgraves_emit_data.INFO  [x] Sent 305,Alca torda,Razorbill,2016-04-16T00:00:00,2016,4,16,1024,Ireland,IE-M-KY,Munster,Kerry,Skellig Islands,51.7713,-10.5404,Alca torda,0
2024-05-16 17:35:36,678.dgraves_emit_data.INFO  [x] Sent 306,Fratercula arctica,Atlantic Puffin,2016-04-16T00:00:00,2016,4,16,1024,Ireland,IE-M-KY,Munster,Kerry,Skellig Islands,51.7713,-10.5404,Fratercula arctica,0
2024-05-16 17:35:39,081.dgraves_emit_data.INFO  [x] Sent 307,Cepphus grylle [grylle Group],Black Guillemot (grylle Group),2016-04-16T00:00:00,2016,4,16,1024,Ireland,IE-M-KY,Munster,Kerry,Skellig Islands,51.7713,-10.5404,Cepphus grylle,0
2024-05-16 17:35:40,187.dgraves_emit_data.INFO  [x] Sent 308,Rissa tridactyla tridactyla,Black-legged Kittiwake (tridactyla),2016-04-16T00:00:00,2016,4,16,1024,Ireland,IE-M-KY,Munster,Kerry,Skellig Islands,51.7713,-10.5404,Rissa tridactyla,0
2024-05-16 17:35:41,448.dgraves_emit_data.INFO  [x] Sent 309,Fulmarus glacialis,Northern Fulmar,2016-04-18T00:00:00,2016,4,18,1323,Ireland,IE-M-CE,Munster,Clare,Cliffs of Moher,52.9715,-9.4292,Fulmarus glacialis,0
